epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,1681.42,0.39674,0.25166,0.80447,0.99153,0.98895,0.99436,0.9169,0.38882,0.23939,0.8269,0.0002105,0.0002105,0.0002105
86,1698.54,0.38905,0.24616,0.80471,0.99232,0.98773,0.9944,0.91506,0.38701,0.23778,0.82218,0.000198125,0.000198125,0.000198125
87,1713.82,0.39837,0.25754,0.81109,0.99335,0.98995,0.99419,0.91798,0.37147,0.23304,0.82215,0.00018575,0.00018575,0.00018575
88,1732.18,0.39358,0.25218,0.80681,0.99591,0.99132,0.99428,0.91729,0.37831,0.23134,0.82246,0.000173375,0.000173375,0.000173375
89,1749.75,0.38404,0.24097,0.80288,0.99383,0.98946,0.99438,0.91649,0.37611,0.22818,0.8243,0.000161,0.000161,0.000161
90,1770.14,0.39537,0.24582,0.80133,0.99336,0.99073,0.99449,0.9226,0.36848,0.22579,0.82329,0.000148625,0.000148625,0.000148625
91,1796.57,0.3688,0.23678,0.79793,0.99329,0.98844,0.9945,0.92083,0.3736,0.22845,0.82348,0.00013625,0.00013625,0.00013625
92,1812.83,0.36553,0.22919,0.7966,0.99186,0.98812,0.99444,0.92115,0.37752,0.22912,0.82705,0.000123875,0.000123875,0.000123875
93,1828.36,0.36656,0.23526,0.79705,0.99372,0.98893,0.9945,0.92089,0.3836,0.23264,0.82899,0.0001115,0.0001115,0.0001115
94,1848.9,0.36156,0.23041,0.78982,0.99124,0.99134,0.99451,0.92306,0.36891,0.2263,0.82674,9.9125e-05,9.9125e-05,9.9125e-05
95,1868.08,0.36109,0.2279,0.79388,0.99287,0.98994,0.99444,0.91621,0.37119,0.22367,0.82621,8.675e-05,8.675e-05,8.675e-05
96,1885.3,0.35174,0.22249,0.79206,0.98979,0.99235,0.99441,0.92142,0.36729,0.22411,0.82296,7.4375e-05,7.4375e-05,7.4375e-05
97,1900.7,0.34911,0.21989,0.79291,0.99476,0.98845,0.99444,0.92022,0.36727,0.2233,0.82321,6.2e-05,6.2e-05,6.2e-05
98,1920.07,0.33997,0.21756,0.79292,0.99375,0.99016,0.99451,0.92341,0.36492,0.22281,0.8259,4.9625e-05,4.9625e-05,4.9625e-05
99,1941.17,0.34056,0.21379,0.79504,0.9933,0.99147,0.99457,0.92558,0.36514,0.22121,0.82741,3.725e-05,3.725e-05,3.725e-05
100,1962.49,0.33544,0.21113,0.78953,0.99337,0.99201,0.99459,0.9263,0.36423,0.22084,0.82716,2.4875e-05,2.4875e-05,2.4875e-05
